source,raw_text
中华人民共和国二〇一五年县级以上行政区划变更情况,一、广西壮族自治区南宁市部分行政区划调整撤销武鸣县，设立南宁市武鸣区，以原武鸣县的行政区域为武鸣区的行政区域，武鸣区人民政府驻城厢镇兴武大道245号。二、江西省上饶市部分行政区划调整撤销广丰县，设立上饶市广丰区，以原广丰县的行政区域为广丰区的行政区域，广丰区人民政府驻永丰街道府前街1号。三、青海省海东市部分行政区划调整撤销平安县，设立海东市平安区，以原平安县的行政区域为平安区的行政区域，平安区人民政府驻平安镇平安大道199号。四、河南省三门峡市部分行政区划调整撤销陕县，设立三门峡市陕州区，以原陕县的行政区域为陕州区的行政区域，陕州区人民政府驻大营镇陕州大道18号。五、四川省撤销康定县设立县级康定市撤销康定县，设立县级康定市，以原康定县的行政区域为康定市的行政区域。康定市人民政府驻炉城镇茶马路1号。康定市由甘孜藏族自治州管辖。六、海南省儋州市行政区划调整撤销县级儋州市，设立地级儋州市，以原县级儋州市的行政区域为地级儋州市的行政区域，儋州市人民政府驻那大镇中兴大街中1号。七、西藏自治区撤销林芝地区设立地级林芝市撤销林芝地区和林芝县，设立地级林芝市，市人民政府驻新设立的巴宜区广福大道18号。林芝市设立巴宜区，以原林芝县的行政区域为巴宜区的行政区域，区人民政府驻双拥路街道尼池路4号。林芝市辖原林芝地区的工布江达县、米林县、墨脱县、波密县、察隅县、朗县和新设立的巴宜区。八、新疆维吾尔自治区撤销吐鲁番地区设立地级吐鲁番市撤销吐鲁番地区和县级吐鲁番市，设立地级吐鲁番市，市人民政府驻新设立的高昌区绿洲东路495号。吐鲁番市设立高昌区，以原县级吐鲁番市的行政区域为高昌区的行政区域，区人民政府驻老城路街道老城东路690号。吐鲁番市辖原吐鲁番地区的鄯善县、托克逊县和新设立的高昌区。九、新疆维吾尔自治区设立县级可克达拉市设立县级可克达拉市。可克达拉市人民政府驻幸福路1号。可克达拉市由新疆维吾尔自治区直辖，管理方式按有关文件规定执行。十、河北省保定市部分行政区划调整撤销保定市北市区、南市区，设立保定市莲池区，以原北市区、南市区的行政区域为莲池区的行政区域，莲池区人民政府驻五四路街道七一中路789号。撤销满城县，设立保定市满城区，以原满城县的行政区域为满城区的行政区域，满城区人民政府驻满城镇中山西路1号。撤销清苑县，设立保定市清苑区，以原清苑县的行政区域为清苑区的行政区域，清苑区人民政府驻清苑镇迎宾中街301号。撤销徐水县，设立保定市徐水区，以原徐水县的行政区域为徐水区的行政区域，徐水区人民政府驻安肃镇永兴中路11号。保定市新市区更名为竞秀区。十一、重庆市部分行政区划调整撤销潼南县，设立重庆市潼南区，以原潼南县的行政区域为潼南区的行政区域，潼南区人民政府驻桂林街道兴潼大道108号。撤销荣昌县，设立重庆市荣昌区，以原荣昌县的行政区域为荣昌区的行政区域，荣昌区人民政府驻昌元街道人民路2号。十二、江苏省常州市部分行政区划调整撤销常州市武进区和戚墅堰区，设立新的武进区，以原武进区（不含奔牛镇、郑陆镇、邹区镇）和戚墅堰区的行政区域为新设立的武进区的行政区域，武进区人民政府驻湖塘镇延政中大道28号。撤销县级金坛市，设立常州市金坛区，以原金坛市的行政区域为金坛区的行政区域，金坛区人民政府驻西城街道华阳南路88号。将原武进区的奔牛镇划归常州市新北区管辖，将原武进区的郑陆镇划归常州市天宁区管辖，将原武进区的邹区镇划归常州市钟楼区管辖。十三、广东省肇庆市部分行政区划调整撤销高要市，设立肇庆市高要区，以原高要市的行政区域为高要区的行政区域，高要区人民政府驻南岸街道府前大街25号。十四、天津市部分行政区划调整撤销宁河县，设立天津市宁河区，以原宁河县的行政区域为宁河区的行政区域，宁河区人民政府驻芦台镇光明路76号。撤销静海县，设立天津市静海区，以原静海县的行政区域为静海区的行政区域，静海区人民政府驻静海镇迎宾大道99号。十五、江苏省盐城市部分行政区划调整撤销县级大丰市，设立盐城市大丰区，以原大丰市的行政区域为大丰区的行政区域，大丰区人民政府驻大中镇大华东路1号。十六、河北省秦皇岛市部分行政区划调整撤销抚宁县，设立秦皇岛市抚宁区，以原抚宁县的行政区域（不含石门寨镇、驻操营镇、杜庄镇、牛头崖镇）为抚宁区的行政区域，抚宁区人民政府驻抚宁镇金山大街2号。将原抚宁县的石门寨镇、驻操营镇、杜庄镇划归秦皇岛市海港区管辖，将原抚宁县的牛头崖镇划归秦皇岛市北戴河区管辖。十七、浙江省温州市部分行政区划调整撤销洞头县，设立温州市洞头区，将温州市龙湾区灵昆街道划归洞头区管辖。以原洞头县和龙湾区灵昆街道的行政区域为洞头区的行政区域，洞头区人民政府驻北岙街道县前路12号。十八、江西省南昌市部分行政区划调整撤销新建县，设立南昌市新建区，以原新建县的行政区域为新建区的行政区域，新建区人民政府驻长堎镇新建大道239号。十九、广西壮族自治区撤销靖西县设立县级靖西市撤销靖西县，设立县级靖西市，以原靖西县的行政区域为靖西市的行政区域，靖西市人民政府驻新靖镇新华街339号。靖西市由广西壮族自治区直辖，百色市代管。二十、云南省撤销腾冲县设立县级腾冲市撤销腾冲县，设立县级腾冲市，以原腾冲县的行政区域为腾冲市的行政区域，腾冲市人民政府驻腾越镇山源社区官厅小区81号。腾冲市由云南省直辖，保山市代管。二十一、辽宁省沈阳市人民政府驻地迁移沈阳市人民政府驻地由沈阳市沈河区市府大路260号迁至沈阳市浑南区沈中大街206-3号市规划大厦3号楼。二十二、安徽省铜陵市、六安市、安庆市部分行政区划调整将安庆市枞阳县划归铜陵市管辖。撤销铜陵市铜官山区、狮子山区，设立铜陵市铜官区，以原铜官山区、狮子山区的行政区域为铜官区的行政区域，铜官区人民政府驻乌木山社区木鱼山大道666号。设立六安市叶集区，将霍邱县的叶集镇、三元镇、孙岗乡划归叶集区管辖，以叶集镇、三元镇、孙岗乡的行政区域为叶集区的行政区域，叶集区人民政府驻叶集镇花园路88号。二十三、北京市部分行政区划调整撤销密云县，设立北京市密云区，以原密云县的行政区域为密云区的行政区域，密云区人民政府驻鼓楼街道鼓楼西大街3号。撤销延庆县，设立北京市延庆区，以原延庆县的行政区域为延庆区的行政区域，延庆区人民政府驻儒林街道湖北西路1号。二十四、上海市部分行政区划调整撤销上海市闸北区、静安区，设立新的上海市静安区，以原闸北区、静安区的行政区域为新的静安区的行政区域，静安区人民政府驻江宁路街道常德路370号。二十五、江苏省无锡市部分行政区划调整撤销无锡市崇安区、南长区、北塘区，设立无锡市梁溪区，以原崇安区、南长区、北塘区的行政区域为梁溪区的行政区域，梁溪区人民政府驻崇安寺街道解放南路688号。设立无锡市新吴区，将无锡市锡山区的鸿山街道和滨湖区的江溪、旺庄、硕放、梅村、新安5个街道划归新吴区管辖，以鸿山、江溪、旺庄、硕放、梅村、新安6个街道的行政区域为新吴区的行政区域，新吴区人民政府驻新安街道和风路28号。二十六、西藏自治区拉萨市部分行政区划调整撤销堆龙德庆县，设立拉萨市堆龙德庆区，以原堆龙德庆县的行政区域为堆龙德庆区的行政区域，堆龙德庆区人民政府驻东嘎镇团结路1号。二十七、陕西省渭南市部分行政区划调整撤销华县，设立渭南市华州区，以原华县的行政区域为华州区的行政区域，华州区人民政府驻华州街道新华大街1号。二十八、辽宁省大连市部分行政区划调整撤销县级普兰店市，设立大连市普兰店区，以原普兰店市的行政区域为普兰店区的行政区域，普兰店区人民政府驻南山街道府前路12号。二十九、四川省撤销马尔康县设立县级马尔康市撤销马尔康县，设立县级马尔康市，以原马尔康县的行政区域为马尔康市的行政区域。马尔康市人民政府驻马尔康镇达萨街299号。马尔康市由阿坝藏族羌族自治州管辖。三十、安徽省六安市、淮南市、铜陵市部分行政区划调整将六安市寿县划归淮南市管辖。撤销铜陵县，设立铜陵市义安区，以原铜陵县的行政区域为义安区的行政区域，义安区人民政府驻五松镇人民大道95号。三十一、四川省成都市部分行政区划调整撤销双流县，设立成都市双流区，以原双流县的行政区域为双流区的行政区域，双流区人民政府驻东升街道顺城街1号。三十二、云南省玉溪市部分行政区划调整撤销江川县，设立玉溪市江川区，以原江川县的行政区域为江川区的行政区域，江川区人民政府驻大街街道宁海路34号。三十三、陕西省榆林市部分行政区划调整撤销横山县，设立榆林市横山区，以原横山县的行政区域为横山区的行政区域，横山区人民政府驻横山街道北大街9号。三十四、云南省盐津县人民政府驻地迁移盐津县人民政府驻地由盐井镇政通路14号迁至盐井镇通和路7号。三十五、黑龙江省撤销东宁县设立县级东宁市撤销东宁县，设立县级东宁市，以原东宁县的行政区域为东宁市的行政区域，东宁市人民政府驻东宁镇通政路1号。东宁市由黑龙江省直辖，牡丹江市代管。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销武鸣县，设立南宁市武鸣区，以原武鸣县的行政区域为武鸣区的行政区域，武鸣区人民政府驻城厢镇兴武大道245号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销广丰县，设立上饶市广丰区，以原广丰县的行政区域为广丰区的行政区域，广丰区人民政府驻永丰街道府前街1号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销平安县，设立海东市平安区，以原平安县的行政区域为平安区的行政区域，平安区人民政府驻平安镇平安大道199号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销陕县，设立三门峡市陕州区，以原陕县的行政区域为陕州区的行政区域，陕州区人民政府驻大营镇陕州大道18号。
中华人民共和国二〇一五年县级以上行政区划变更情况,五、四川省撤销康定县设立县级康定市
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销康定县，设立县级康定市，以原康定县的行政区域为康定市的行政区域。康定市人民政府驻炉城镇茶马路1号。康定市由甘孜藏族自治州管辖。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销县级儋州市，设立地级儋州市，以原县级儋州市的行政区域为地级儋州市的行政区域，儋州市人民政府驻那大镇中兴大街中1号。
中华人民共和国二〇一五年县级以上行政区划变更情况,七、西藏自治区撤销林芝地区设立地级林芝市
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销林芝地区和林芝县，设立地级林芝市，市人民政府驻新设立的巴宜区广福大道18号。
中华人民共和国二〇一五年县级以上行政区划变更情况,林芝市设立巴宜区，以原林芝县的行政区域为巴宜区的行政区域，区人民政府驻双拥路街道尼池路4号。
中华人民共和国二〇一五年县级以上行政区划变更情况,林芝市辖原林芝地区的工布江达县、米林县、墨脱县、波密县、察隅县、朗县和新设立的巴宜区。
中华人民共和国二〇一五年县级以上行政区划变更情况,八、新疆维吾尔自治区撤销吐鲁番地区设立地级吐鲁番市
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销吐鲁番地区和县级吐鲁番市，设立地级吐鲁番市，市人民政府驻新设立的高昌区绿洲东路495号。
中华人民共和国二〇一五年县级以上行政区划变更情况,吐鲁番市设立高昌区，以原县级吐鲁番市的行政区域为高昌区的行政区域，区人民政府驻老城路街道老城东路690号。
中华人民共和国二〇一五年县级以上行政区划变更情况,吐鲁番市辖原吐鲁番地区的鄯善县、托克逊县和新设立的高昌区。
中华人民共和国二〇一五年县级以上行政区划变更情况,九、新疆维吾尔自治区设立县级可克达拉市
中华人民共和国二〇一五年县级以上行政区划变更情况,设立县级可克达拉市。可克达拉市人民政府驻幸福路1号。可克达拉市由新疆维吾尔自治区直辖，管理方式按有关文件规定执行。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销保定市北市区、南市区，设立保定市莲池区，以原北市区、南市区的行政区域为莲池区的行政区域，莲池区人民政府驻五四路街道七一中路789号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销满城县，设立保定市满城区，以原满城县的行政区域为满城区的行政区域，满城区人民政府驻满城镇中山西路1号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销清苑县，设立保定市清苑区，以原清苑县的行政区域为清苑区的行政区域，清苑区人民政府驻清苑镇迎宾中街301号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销徐水县，设立保定市徐水区，以原徐水县的行政区域为徐水区的行政区域，徐水区人民政府驻安肃镇永兴中路11号。
中华人民共和国二〇一五年县级以上行政区划变更情况,保定市新市区更名为竞秀区。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销潼南县，设立重庆市潼南区，以原潼南县的行政区域为潼南区的行政区域，潼南区人民政府驻桂林街道兴潼大道108号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销荣昌县，设立重庆市荣昌区，以原荣昌县的行政区域为荣昌区的行政区域，荣昌区人民政府驻昌元街道人民路2号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销常州市武进区和戚墅堰区，设立新的武进区，以原武进区（不含奔牛镇、郑陆镇、邹区镇）和戚墅堰区的行政区域为新设立的武进区的行政区域，武进区人民政府驻湖塘镇延政中大道28号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销县级金坛市，设立常州市金坛区，以原金坛市的行政区域为金坛区的行政区域，金坛区人民政府驻西城街道华阳南路88号。
中华人民共和国二〇一五年县级以上行政区划变更情况,将原武进区的奔牛镇划归常州市新北区管辖，将原武进区的郑陆镇划归常州市天宁区管辖，将原武进区的邹区镇划归常州市钟楼区管辖。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销高要市，设立肇庆市高要区，以原高要市的行政区域为高要区的行政区域，高要区人民政府驻南岸街道府前大街25号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销宁河县，设立天津市宁河区，以原宁河县的行政区域为宁河区的行政区域，宁河区人民政府驻芦台镇光明路76号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销静海县，设立天津市静海区，以原静海县的行政区域为静海区的行政区域，静海区人民政府驻静海镇迎宾大道99号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销县级大丰市，设立盐城市大丰区，以原大丰市的行政区域为大丰区的行政区域，大丰区人民政府驻大中镇大华东路1号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销抚宁县，设立秦皇岛市抚宁区，以原抚宁县的行政区域（不含石门寨镇、驻操营镇、杜庄镇、牛头崖镇）为抚宁区的行政区域，抚宁区人民政府驻抚宁镇金山大街2号。
中华人民共和国二〇一五年县级以上行政区划变更情况,将原抚宁县的石门寨镇、驻操营镇、杜庄镇划归秦皇岛市海港区管辖，将原抚宁县的牛头崖镇划归秦皇岛市北戴河区管辖。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销洞头县，设立温州市洞头区，将温州市龙湾区灵昆街道划归洞头区管辖。以原洞头县和龙湾区灵昆街道的行政区域为洞头区的行政区域，洞头区人民政府驻北岙街道县前路12号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销新建县，设立南昌市新建区，以原新建县的行政区域为新建区的行政区域，新建区人民政府驻长堎镇新建大道239号。
中华人民共和国二〇一五年县级以上行政区划变更情况,十九、广西壮族自治区撤销靖西县设立县级靖西市
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销靖西县，设立县级靖西市，以原靖西县的行政区域为靖西市的行政区域，靖西市人民政府驻新靖镇新华街339号。靖西市由广西壮族自治区直辖，百色市代管。
中华人民共和国二〇一五年县级以上行政区划变更情况,二十、云南省撤销腾冲县设立县级腾冲市
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销腾冲县，设立县级腾冲市，以原腾冲县的行政区域为腾冲市的行政区域，腾冲市人民政府驻腾越镇山源社区官厅小区81号。腾冲市由云南省直辖，保山市代管。
中华人民共和国二〇一五年县级以上行政区划变更情况,将安庆市枞阳县划归铜陵市管辖。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销铜陵市铜官山区、狮子山区，设立铜陵市铜官区，以原铜官山区、狮子山区的行政区域为铜官区的行政区域，铜官区人民政府驻乌木山社区木鱼山大道666号。
中华人民共和国二〇一五年县级以上行政区划变更情况,设立六安市叶集区，将霍邱县的叶集镇、三元镇、孙岗乡划归叶集区管辖，以叶集镇、三元镇、孙岗乡的行政区域为叶集区的行政区域，叶集区人民政府驻叶集镇花园路88号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销密云县，设立北京市密云区，以原密云县的行政区域为密云区的行政区域，密云区人民政府驻鼓楼街道鼓楼西大街3号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销延庆县，设立北京市延庆区，以原延庆县的行政区域为延庆区的行政区域，延庆区人民政府驻儒林街道湖北西路1号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销上海市闸北区、静安区，设立新的上海市静安区，以原闸北区、静安区的行政区域为新的静安区的行政区域，静安区人民政府驻江宁路街道常德路370号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销无锡市崇安区、南长区、北塘区，设立无锡市梁溪区，以原崇安区、南长区、北塘区的行政区域为梁溪区的行政区域，梁溪区人民政府驻崇安寺街道解放南路688号。
中华人民共和国二〇一五年县级以上行政区划变更情况,设立无锡市新吴区，将无锡市锡山区的鸿山街道和滨湖区的江溪、旺庄、硕放、梅村、新安5个街道划归新吴区管辖，以鸿山、江溪、旺庄、硕放、梅村、新安6个街道的行政区域为新吴区的行政区域，新吴区人民政府驻新安街道和风路28号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销堆龙德庆县，设立拉萨市堆龙德庆区，以原堆龙德庆县的行政区域为堆龙德庆区的行政区域，堆龙德庆区人民政府驻东嘎镇团结路1号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销华县，设立渭南市华州区，以原华县的行政区域为华州区的行政区域，华州区人民政府驻华州街道新华大街1号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销县级普兰店市，设立大连市普兰店区，以原普兰店市的行政区域为普兰店区的行政区域，普兰店区人民政府驻南山街道府前路12号。
中华人民共和国二〇一五年县级以上行政区划变更情况,二十九、四川省撤销马尔康县设立县级马尔康市
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销马尔康县，设立县级马尔康市，以原马尔康县的行政区域为马尔康市的行政区域。马尔康市人民政府驻马尔康镇达萨街299号。马尔康市由阿坝藏族羌族自治州管辖。
中华人民共和国二〇一五年县级以上行政区划变更情况,将六安市寿县划归淮南市管辖。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销铜陵县，设立铜陵市义安区，以原铜陵县的行政区域为义安区的行政区域，义安区人民政府驻五松镇人民大道95号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销双流县，设立成都市双流区，以原双流县的行政区域为双流区的行政区域，双流区人民政府驻东升街道顺城街1号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销江川县，设立玉溪市江川区，以原江川县的行政区域为江川区的行政区域，江川区人民政府驻大街街道宁海路34号。
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销横山县，设立榆林市横山区，以原横山县的行政区域为横山区的行政区域，横山区人民政府驻横山街道北大街9号。
中华人民共和国二〇一五年县级以上行政区划变更情况,三十五、黑龙江省撤销东宁县设立县级东宁市
中华人民共和国二〇一五年县级以上行政区划变更情况,撤销东宁县，设立县级东宁市，以原东宁县的行政区域为东宁市的行政区域，东宁市人民政府驻东宁镇通政路1号。东宁市由黑龙江省直辖，牡丹江市代管。
